Date,Ticker,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5yr expected),Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Fiscal Year Ends,Most Recent Quarter  (mrq),Profit Margin,Operating Margin  (ttm),Return on Assets  (ttm),Return on Equity  (ttm),Revenue  (ttm),Revenue Per Share  (ttm),Quarterly Revenue Growth  (yoy),Gross Profit  (ttm),EBITDA,Net Income Avi to Common  (ttm),Diluted EPS  (ttm),Quarterly Earnings Growth  (yoy),Total Cash  (mrq),Total Cash Per Share  (mrq),Total Debt  (mrq),Total Debt/Equity  (mrq),Current Ratio  (mrq),Book Value Per Share  (mrq),Operating Cash Flow  (ttm),Levered Free Cash Flow  (ttm),Beta (5Y Monthly),52 Week Range3,S&P 500 52-Week Change3,52 Week High3,52 Week Low3,50-Day Moving Average3,200-Day Moving Average3,Avg Vol (3 month)3,Avg Vol (10 day)3,Shares Outstanding5,Implied Shares Outstanding6,Float8,% Held by Insiders1,% Held by Institutions1,Shares Short (6/28/2024)4,Short Ratio (6/28/2024)4,Short % of Float (6/28/2024)4,Short % of Shares Outstanding (6/28/2024)4,Shares Short (prior month 5/31/2024)4,Forward Annual Dividend Rate4,Forward Annual Dividend Yield4,Trailing Annual Dividend Rate3,Trailing Annual Dividend Yield3,5 Year Average Dividend Yield4,Payout Ratio4,Dividend Date3,Ex-Dividend Date4,Last Split Factor2,Last Split Date3,Shares Short (8/31/2018)4,Short Ratio (8/31/2018)4,Short % of Float (8/31/2018)4,Short % of Shares Outstanding (8/31/2018)4,Shares Short (prior month 7/31/2018)4,Shares Short4,Short Ratio4,Short % of Float4,Short % of Shares Outstanding4,Shares Short (prior month )4
2024-07-23,CSCO,188.63B,201.85B,15.82,13.3,5.22,3.45,4.12,3.65,11.79,7/29/2023,4/27/2024,21.88%,21.90%,8.40%,27.52%,55.36B,13.65,-12.80%,--,16.68B,12.12B,2.96,-41.30%,19.52B,4.84,33.21B,72.57%,0.89,11.35,13.12B,14.41B,0.84,-12.65%,21.83%,58.19,44.95,46.96,49.26,19.74M,19.3M,4.03B,4.09B,4.02B,0.05%,78.74%,47.75M,2.22,1.19%,1.19%,53.24M,1.6,3.42%,1.57,3.35%,3.05,53.04%,7/24/2024,7/5/2024,2:1,3/23/2000,,,,,,,,,,
2024-07-23,C,123.05B,--,17.82,11.39,1.05,1.59,0.65,5.84,--,12/31/2023,6/30/2024,11.89%,24.44%,0.35%,4.04%,69.75B,36.46,0.60%,--,--,6.95B,3.62,10.40%,1.01T,529.64,624.22B,--,--,99.70,--,--,1.45,36.97%,21.83%,67.81,38.17,63.04,54.84,12.25M,16.63M,1.93B,1.91B,1.85B,3.07%,71.62%,29.05M,2.38,1.53%,1.52%,29.09M,2.15,3.33%,2.12,3.29%,3.72,58.56%,8/23/2024,8/5/2024,1:10,5/9/2011,,,,,,,,,,
2024-07-23,CFG,18.75B,--,15.62,12.64,--,2.43,0.86,4.28,--,12/31/2023,6/30/2024,18.61%,27.40%,0.61%,5.67%,7.23B,15.62,-7.10%,--,--,1.22B,2.65,-18.00%,12.7B,28.03,14.63B,--,--,48.03,--,--,1.34,32.82%,21.83%,42.62,22.77,36.03,32.26,4.87M,6.93M,452.96M,455.02M,449.12M,0.66%,96.61%,9.31M,1.79,2.72%,2.05%,8.91M,1.68,4.06%,1.68,4.06%,4.57,63.40%,8/14/2024,7/31/2024,--,--,,,,,,,,,,
2024-07-23,CLX,16.52B,19.32B,68.57,20.08,0.41,2.31,181.55,2.68,28.08,6/30/2023,3/31/2024,3.33%,12.90%,9.84%,118.03%,7.21B,58.11,-5.30%,--,1.14B,240M,1.94,--,219M,1.76,3.02B,"1,184.31%",0.90,0.73,785M,550.63M,0.38,-13.06%,21.83%,169.14,114.69,134.51,140.04,1.27M,1.04M,124.19M,124.19M,123.87M,0.14%,81.62%,5.22M,3.96,4.79%,4.21%,4.59M,4.8,3.61%,4.8,3.61%,2.82,246.39%,5/10/2024,4/23/2024,2:1,8/24/1999,,,,,,,,,,
2024-07-23,CME,71.97B,73.84B,22.77,20.58,7.94,12.78,2.65,13.13,15.99,12/31/2023,3/31/2024,56.94%,64.59%,1.47%,11.73%,5.62B,15.64,3.20%,--,3.85B,3.16B,8.77,-3.20%,1.56B,4.33,3.87B,14.26%,1.01,75.57,3.44B,2.38B,0.53,4.53%,21.83%,223.80,189.86,201.36,209.12,2.19M,2.2M,360.06M,360.06M,358.52M,0.44%,90.22%,4.51M,1.78,1.26%,1.25%,5.08M,8.65,4.33%,4.45,2.23%,3.10,110.48%,6/25/2024,6/7/2024,5:1,7/23/2012,,,,,,,,,,
2024-07-23,CMS,18.35B,33.58B,18.73,18.38,2.39,2.45,2.38,4.57,11.50,12/31/2023,3/31/2024,13.19%,20.96%,2.90%,10.84%,7.35B,25.13,-4.70%,--,2.58B,959M,3.28,40.70%,802M,2.69,15.81B,185.82%,1.35,25.86,2.22B,-1.33B,0.38,-2.57%,21.83%,63.76,49.87,60.89,58.34,2.3M,1.82M,298.64M,298.64M,296.71M,0.49%,96.08%,8.47M,3.38,3.22%,2.84%,9.06M,2.06,3.35%,1.98,3.22%,2.86,60.29%,5/31/2024,5/14/2024,--,--,,,,,,,,,,
2024-07-23,KO,279.03B,304.66B,26.01,22.99,2.94,6.09,10.56,6.61,19.77,12/31/2023,3/29/2024,23.41%,32.97%,8.61%,39.31%,46.07B,10.67,2.90%,--,14.65B,10.78B,2.49,2.30%,16.92B,3.93,43.77B,156.61%,1.04,6.14,11.97B,10.81B,0.59,4.05%,21.83%,66.04,51.55,63.29,59.95,11.56M,11.07M,4.31B,4.31B,3.87B,9.95%,63.29%,31.82M,2.65,0.74%,0.74%,29.39M,1.94,3.00%,1.87,2.88%,3.03,74.90%,7/1/2024,6/14/2024,2:1,8/13/2012,,,,,,,,,,
2024-07-23,CTSH,37.37B,36.40B,18.02,16.34,1.32,1.96,2.77,1.89,10.80,12/31/2023,3/31/2024,10.84%,15.08%,10.05%,16.00%,19.3B,38.45,-1.10%,--,3.42B,2.09B,4.17,-5.90%,2.24B,4.51,1.28B,9.47%,2.35,27.14,1.7B,1.81B,1.05,10.79%,21.83%,80.09,62.14,68.32,71.04,3.8M,4.16M,497.2M,497.2M,495.83M,0.15%,98.69%,14.3M,3.68,3.68%,2.88%,15.2M,1.2,1.60%,1.18,1.57%,1.44,28.06%,5/29/2024,5/17/2024,2:1,3/10/2014,,,,,,,,,,
2024-07-23,CL,80.36B,87.97B,31.10,28.01,2.39,4.1,349.40,4.45,19.97,12/31/2023,3/31/2024,13.22%,20.95%,15.71%,531.67%,19.75B,23.93,6.20%,--,4.7B,2.61B,3.15,83.60%,1.31B,1.6,8.69B,"1,408.27%",1.06,0.28,3.69B,2.8B,0.39,25.84%,21.83%,99.63,67.62,95.55,85.18,4.14M,3.33M,820.44M,820.44M,772.62M,0.10%,85.17%,10.35M,2.46,1.26%,1.26%,7.43M,2,2.04%,1.92,1.96%,2.34,60.95%,8/15/2024,7/19/2024,2:1,5/16/2013,,,,,,,,,,
2024-07-23,CMCSA,155.10B,245.16B,10.49,9.31,0.71,1.33,1.88,2.01,6.36,12/31/2023,3/31/2024,12.64%,19.33%,5.61%,18.13%,121.94B,30.04,1.20%,--,37.59B,15.41B,3.77,0.60%,6.51B,1.66,96.57B,115.95%,0.60,20.98,29.12B,23B,1.00,-8.71%,21.83%,47.46,36.43,38.68,41.44,20.14M,20.28M,3.91B,3.92B,3.88B,0.69%,88.21%,51.03M,2.38,1.32%,1.30%,52.79M,1.24,3.14%,1.18,2.99%,2.30,31.30%,7/24/2024,7/3/2024,2:1,2/21/2017,,,,,,,,,,
2024-07-23,CAG,14.18B,22.72B,41.19,11.32,0.74,1.18,1.68,1.89,15.70,5/26/2024,5/26/2024,2.88%,17.86%,5.68%,4.01%,12.05B,25.18,-2.30%,--,2.34B,347.2M,0.72,--,77.7M,0.16,8.65B,101.66%,0.97,17.65,2.02B,1.2B,0.31,-11.01%,21.83%,33.55,25.16,29.42,28.90,4.26M,5.33M,478.21M,478.21M,475.44M,0.49%,87.37%,17.05M,3.94,4.07%,3.57%,13.96M,1.4,4.72%,1.4,4.72%,3.44,194.44%,8/29/2024,8/1/2024,1285:1000,11/10/2016,,,,,,,,,,
2024-07-23,COP,130.77B,143.13B,12.72,12.82,0.72,2.43,2.65,2.59,5.69,12/31/2023,3/31/2024,18.63%,26.53%,10.52%,21.81%,56.82B,47.66,-6.80%,--,24.29B,10.55B,8.83,-12.60%,6.06B,5.18,18.42B,37.34%,1.35,42.17,19.55B,5.62B,1.25,-3.32%,21.83%,135.18,105.77,115.05,117.26,5.85M,5.26M,1.16B,1.18B,1.17B,0.12%,83.07%,15.89M,2.08,1.37%,1.37%,16.29M,3.25,2.89%,4.18,3.72%,2.62,40.54%,6/3/2024,5/10/2024,1311791:1000000,5/1/2012,,,,,,,,,,
2024-07-23,ED,32.73B,57.58B,18.06,17.83,8.49,2.26,1.51,3.96,10.75,12/31/2023,3/31/2024,12.42%,27.62%,3.08%,8.51%,14.54B,42.04,-2.80%,--,5.26B,1.81B,5.24,-49.80%,169M,0.49,25.02B,115.77%,0.99,62.47,2.64B,-2.16B,0.34,-3.14%,21.83%,98.85,80.46,92.54,90.70,1.9M,1.59M,345.84M,345.84M,345.26M,0.18%,68.67%,7.61M,3.65,2.84%,2.20%,6.9M,3.32,3.51%,3.26,3.44%,3.67,62.21%,9/16/2024,8/14/2024,2:1,7/3/1989,,,,,,,,,,
2024-07-23,STZ,44.32B,56.13B,18.11,17.86,1.54,4.42,4.32,5.55,14.90,2/29/2024,5/31/2024,24.42%,35.45%,8.24%,25.86%,10.11B,55.18,5.80%,--,3.79B,2.47B,13.43,545.30%,73.8M,0.41,11.88B,112.40%,1.23,56.22,2.81B,793.64M,0.87,-10.38%,21.83%,274.87,227.50,253.66,249.55,1.14M,1.25M,182.19M,2.25M,165.49M,11.90%,81.57%,2.73M,2.31,1.56%,1.50%,3.57M,4.04,1.66%,3.68,1.51%,1.43,27.40%,8/23/2024,8/14/2024,2:1,5/16/2005,,,,,,,,,,
2024-07-23,CEG,60.03B,69.45B,25.39,24.94,--,2.6,5.36,2.95,12.27,12/31/2023,3/31/2024,10.25%,13.24%,3.06%,20.83%,23.51B,73.42,-18.60%,--,5.01B,2.41B,7.5,819.80%,562M,1.78,9.98B,86.36%,1.43,35.55,-5.09B,-930.37M,0.74,95.26%,21.83%,236.30,94.43,212.84,158.73,3.24M,3.17M,315.24M,345.89M,314.47M,0.23%,86.67%,4.46M,1.09,1.60%,1.41%,6.52M,1.41,0.74%,1.2,0.63%,--,15.98%,6/10/2024,5/29/2024,--,--,,,,,,,,,,
2024-07-23,COO,18.21B,20.81B,53.89,22.99,9.38,4.9,2.33,5.58,21.47,10/31/2023,4/30/2024,9.11%,17.16%,3.21%,4.48%,3.73B,18.80,7.40%,--,987.6M,339.9M,1.7,123.40%,112.4M,0.56,2.99B,38.33%,1.95,39.19,550.4M,111.38M,0.98,-5.29%,21.83%,104.07,75.93,91.92,91.18,1.17M,1.45M,199.12M,199.12M,197.82M,0.54%,96.68%,2.8M,2.01,1.59%,1.41%,2.59M,0.02,0.02%,0.01,0.01%,0.02,0.44%,8/11/2023,7/26/2023,4:1,2/20/2024,,,,,,,,,,
2024-07-23,CPRT,50.55B,47.57B,36.73,32.36,2.97,12.27,7.05,11.42,26.63,7/31/2023,4/30/2024,33.33%,38.78%,13.97%,21.71%,4.17B,4.34,10.30%,--,1.78B,1.39B,1.43,9.10%,3.09B,3.21,112.03M,1.56%,7.36,7.45,1.39B,564.3M,1.27,16.51%,21.83%,58.58,42.41,53.95,51.37,4.36M,4.74M,962.3M,962.3M,877.49M,9.20%,85.77%,15.13M,3.05,1.95%,1.57%,14M,--,--,0.0,0.00%,--,0.00%,--,--,2:1,8/22/2023,,,,,,,,,,
2024-07-23,GLW,37.96B,44.88B,61.54,22.57,0.67,3.08,3.38,3.62,17.36,12/31/2023,3/31/2024,4.96%,8.64%,2.85%,5.74%,12.39B,14.57,-6.40%,--,2.65B,614M,0.72,18.80%,1.36B,1.59,8.29B,71.73%,1.67,13.71,2.15B,327.12M,1.05,30.32%,21.83%,46.39,25.26,38.94,32.67,7.55M,10.19M,856.62M,856.62M,772.92M,9.66%,71.68%,19.14M,2.36,2.24%,2.23%,12.93M,1.12,2.53%,1.12,2.53%,2.96,155.56%,9/27/2024,8/30/2024,3:1,10/4/2000,,,,,,,,,,
2024-07-23,CPAY,20.40B,25.85B,21.60,15.31,1.18,5.68,6.27,6.82,12.73,12/31/2023,3/31/2024,26.29%,42.49%,6.90%,32.34%,3.79B,52.14,3.80%,--,2.02B,996.82M,13.44,7.00%,1.35B,19.16,6.79B,206.88%,1.07,45.54,1.57B,1.06B,1.20,15.03%,21.83%,319.94,220.39,271.18,273.42,518.86k,468.31k,70.27M,70.27M,67.94M,3.14%,95.58%,2.05M,3.7,3.40%,2.92%,2M,--,--,0.0,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,CTVA,38.17B,41.16B,55.32,19.68,1.23,2.31,1.54,2.44,18.11,12/31/2023,3/31/2024,3.32%,14.71%,2.49%,2.79%,16.83B,23.85,-8.00%,--,3.01B,698M,0.99,-29.60%,1.66B,2.38,4.64B,18.55%,1.51,35.49,2.47B,2.48B,0.77,-2.60%,21.83%,58.76,43.22,54.10,51.60,3.29M,2.55M,696.98M,710.72M,695.6M,0.08%,84.42%,8.38M,2.31,1.36%,1.20%,8.55M,0.64,1.17%,0.64,1.17%,1.14,63.64%,6/18/2024,6/4/2024,--,--,,,,,,,,,,
2024-07-23,CSGP,30.85B,27.00B,104.88,123.46,4.67,12.17,4.20,10.69,97.35,12/31/2023,3/31/2024,11.65%,-6.52%,1.19%,4.11%,2.53B,6.23,12.30%,--,282.5M,294.3M,0.72,-92.30%,4.95B,12.13,1.11B,15.05%,9.09,17.94,505.9M,30.37M,0.81,-17.75%,21.83%,100.38,67.35,78.44,83.27,2.39M,2.58M,408.5M,408.5M,403.18M,1.18%,101.47%,8.62M,2.77,2.53%,2.11%,8.92M,--,--,0.0,0.00%,--,0.00%,--,--,10:1,6/28/2021,,,,,,,,,,
2024-07-23,COST,375.69B,373.49B,52.54,48.08,5.28,1.49,17.26,1.47,31.16,9/3/2023,5/12/2024,2.83%,3.76%,8.38%,31.64%,253.7B,571.55,9.10%,--,11.24B,7.17B,16.1,29.10%,11.5B,25.94,9.3B,42.70%,0.94,49.10,12.11B,5.25B,0.77,49.94%,21.83%,896.67,530.56,834.61,708.88,1.88M,2.42M,443.34M,443.34M,442.1M,0.19%,71.94%,7.15M,3.62,1.62%,1.61%,6.36M,4.64,0.55%,4.22,0.50%,0.71,26.16%,8/9/2024,7/26/2024,2:1,1/14/2000,,,,,,,,,,
2024-07-23,CTRA,19.89B,21.33B,15.53,13.85,--,3.63,1.52,3.83,6.11,12/31/2023,3/31/2024,23.70%,31.98%,5.22%,10.10%,5.48B,7.29,-12.70%,--,3.42B,1.3B,1.72,-48.00%,1.54B,2.07,2.99B,22.81%,1.49,17.57,3.02B,643.5M,0.23,-1.58%,21.83%,29.89,23.73,27.35,26.74,5.92M,4.9M,744.23M,744.23M,732.68M,1.95%,89.45%,13.63M,1.96,2.11%,1.83%,19.98M,0.84,3.14%,0.81,3.03%,4.17,47.09%,5/30/2024,5/15/2024,2:1,8/15/2013,,,,,,,,,,
2024-07-23,CRWD,64.23B,61.32B,490.58,65.79,1.12,19.77,25.33,18.67,169.81,1/31/2024,4/30/2024,4.01%,0.75%,0.25%,6.49%,3.28B,13.68,33.00%,--,145.15M,131.66M,0.53,"8,621.00%",3.7B,15.21,792.98M,30.87%,1.80,10.43,1.25B,1.12B,1.10,74.84%,21.83%,398.33,140.52,357.16,289.76,6.11M,12.02M,230.88M,243.36M,227.37M,1.29%,75.22%,12.61M,1.57,5.53%,5.18%,6.75M,--,--,0.0,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,CCI,45.16B,74.39B,38.07,38.31,3.40,6.83,7.99,11.26,19.35,12/31/2023,6/30/2024,18.01%,32.78%,3.65%,18.74%,6.61B,15.21,-12.90%,--,3.96B,1.19B,2.73,-44.80%,155M,0.36,29.38B,519.83%,0.43,12.99,2.77B,1.28B,0.84,-5.96%,21.83%,119.50,84.72,99.88,103.11,2.71M,2.32M,434.52M,435M,432.77M,0.11%,93.34%,4.87M,1.69,1.29%,1.12%,4.67M,6.26,6.02%,6.26,6.02%,3.88,229.30%,6/28/2024,6/14/2024,--,--,,,,,,,,,,
2024-07-23,CSX,67.46B,84.98B,18.86,17.7,2.11,4.69,5.36,5.81,11.77,12/31/2023,3/31/2024,24.75%,37.06%,8.18%,29.04%,14.63B,7.38,-0.70%,--,7.13B,3.62B,1.83,-9.50%,1.48B,0.76,19.13B,151.82%,1.15,6.44,5.38B,2.32B,1.20,4.04%,21.83%,40.12,29.03,33.52,34.11,11.17M,10.5M,1.95B,1.95B,1.95B,0.22%,77.68%,32.81M,2.78,1.68%,1.68%,30.81M,0.48,1.39%,0.45,1.30%,1.27,24.59%,9/13/2024,8/30/2024,3:1,6/29/2021,,,,,,,,,,
2024-07-23,CMI,39.97B,44.22B,21.44,15.55,0.72,1.23,4.41,1.3,10.43,12/31/2023,3/31/2024,5.70%,9.88%,6.60%,19.66%,34.02B,240.13,-0.60%,--,4.37B,1.94B,13.62,152.30%,3.05B,22.31,7.42B,73.46%,1.34,66.29,3.75B,4.19B,0.99,13.36%,21.83%,304.25,212.80,280.77,259.09,918.51k,870.67k,136.78M,136.78M,136.04M,0.40%,88.64%,2.14M,2.05,1.80%,1.56%,2.66M,7.28,2.49%,6.61,2.26%,2.63,48.50%,9/5/2024,8/23/2024,2:1,1/3/2008,,,,,,,,,,
2024-07-23,CVS,73.23B,141.93B,10.23,8.3,1.51,0.21,0.99,0.39,8.27,12/31/2023,3/31/2024,2.04%,2.13%,3.18%,10.09%,359.66B,281.15,3.60%,--,16.92B,7.32B,5.7,-47.90%,13.09B,10.43,81.79B,110.31%,0.81,59.08,10.89B,8.36B,0.51,-22.91%,21.83%,83.25,52.77,58.56,69.11,12.8M,8.59M,1.26B,1.26B,1.25B,0.11%,81.93%,18.43M,1.47,1.47%,1.47%,17.71M,2.66,4.56%,2.48,4.25%,2.88,43.51%,8/1/2024,7/22/2024,2:1,6/7/2005,,,,,,,,,,
2024-07-23,DHR,185.83B,196.96B,46.03,33.56,3.00,7.88,3.48,8.3,27.00,12/31/2023,3/29/2024,18.55%,23.08%,3.86%,7.76%,23.74B,32.11,-2.60%,--,7.42B,4.07B,5.44,-25.00%,7.03B,9.49,19.26B,36.04%,1.85,72.16,6.96B,4.86B,0.86,10.68%,21.83%,272.98,182.09,254.66,237.25,2.99M,2.84M,740.69M,743.31M,660.21M,10.73%,81.54%,8.61M,2.44,1.30%,1.16%,7.12M,1.08,0.43%,1.05,0.42%,0.38,19.27%,7/26/2024,6/28/2024,1128:1000,10/2/2023,,,,,,,,,,
2024-07-23,DRI,17.07B,22.30B,16.83,14.71,1.60,1.52,7.61,1.96,12.54,5/26/2024,5/26/2024,9.02%,13.42%,7.69%,46.38%,11.39B,95.00,6.80%,--,1.76B,1.03B,8.53,-2.20%,194.8M,1.64,6.78B,302.56%,0.38,18.87,1.61B,785.43M,1.29,-14.43%,21.83%,176.84,133.36,148.18,155.62,1.29M,1.43M,118.86M,119.36M,118.24M,0.37%,98.78%,5.27M,3.9,6.80%,4.42%,5.19M,5.6,3.90%,5.24,3.65%,2.80,61.43%,8/1/2024,7/10/2024,10000:8939,11/10/2015,,,,,,,,,,
2024-07-23,DVA,12.27B,23.76B,15.87,15.27,1.60,1.05,13.26,1.93,9.56,12/31/2023,3/31/2024,6.61%,14.40%,6.36%,43.22%,12.34B,136.92,6.90%,--,2.49B,815.64M,8.82,107.40%,355.74M,4.06,11.84B,449.22%,1.43,10.56,1.46B,563.65M,0.87,35.95%,21.83%,147.93,71.51,140.21,118.53,905.26k,626.67k,87.7M,87.7M,48.08M,45.16%,50.24%,4.84M,4.55,9.61%,5.51%,4.74M,--,--,0.0,0.00%,--,0.00%,--,--,2:1,9/9/2013,,,,,,,,,,
2024-07-23,DAY,8.48B,9.33B,162.76,21.01,5.36,5.43,3.49,5.92,32.68,12/31/2023,3/31/2024,3.30%,9.43%,0.80%,2.25%,1.57B,10.10,16.40%,--,238.4M,52M,0.33,-28.30%,392.5M,2.49,1.24B,50.95%,1.07,15.41,217.3M,153.52M,1.27,-21.57%,21.83%,75.53,47.08,53.54,63.54,1.93M,2.16M,157.9M,158.36M,139.61M,1.18%,112.00%,15.7M,7.89,15.01%,9.95%,13.45M,--,--,0.0,0.00%,--,0.00%,--,--,--,--,,,,,,,,,,
2024-07-23,DECK,22.49B,21.25B,30.31,28.99,--,5.37,10.67,4.96,20.46,3/31/2024,3/31/2024,17.71%,15.99%,20.57%,39.22%,4.29B,165.74,21.20%,--,994.28M,759.56M,29.17,39.00%,1.5B,59.04,266.88M,12.66%,3.39,82.35,1.03B,798.24M,1.06,59.16%,21.83%,"1,106.89",484.02,964.48,799.80,346.66k,381.53k,25.44M,25.44M,25.31M,0.76%,101.30%,862.3k,2.42,4.72%,3.39%,807.2k,--,--,0.0,0.00%,--,0.00%,--,--,3:1,7/6/2010,,,,,,,,,,
2024-07-23,DE,104.51B,163.77B,11.43,15.48,2.46,1.87,4.61,2.85,9.57,10/29/2023,4/28/2024,16.16%,20.83%,8.83%,41.76%,58.6B,206.90,-12.40%,--,15.47B,9.47B,33.18,-17.10%,4.1B,14.89,66.87B,293.49%,2.04,82.32,9.68B,1.82B,0.94,-15.03%,21.83%,450.00,345.94,376.86,382.30,1.53M,1.48M,275.57M,275.57M,255.17M,0.17%,78.27%,4.13M,2.41,1.50%,1.50%,3.82M,5.88,1.55%,5.54,1.46%,1.33,16.69%,8/8/2024,6/28/2024,2:1,12/4/2007,,,,,,,,,,
2024-07-23,DAL,28.29B,48.87B,6.29,6.68,39.29,0.47,2.28,0.81,7.53,12/31/2023,6/30/2024,7.46%,13.33%,5.03%,43.81%,60.12B,94.01,6.90%,--,8.08B,4.49B,6.97,-28.60%,4.23B,6.6,25.91B,209.20%,0.40,19.32,6.48B,-508.62M,1.35,-5.62%,21.83%,53.86,30.60,49.16,42.77,8.38M,14.03M,645.42M,645.42M,638.01M,0.30%,75.40%,26.26M,3.62,4.60%,4.07%,18.87M,0.6,1.37%,0.45,1.03%,2.30,5.74%,8/20/2024,7/30/2024,--,--,,,,,,,,,,
2024-07-23,DVN,29.37B,34.67B,8.91,8.8,0.40,1.99,2.41,2.31,4.82,12/31/2023,3/31/2024,23.24%,23.70%,11.49%,28.90%,14.41B,22.69,-0.50%,--,7.14B,3.36B,5.25,-40.10%,1.13B,1.78,6.49B,52.56%,1.04,19.23,6.61B,1.76B,2.11,-12.36%,21.83%,55.09,40.47,47.66,46.72,6.35M,6.14M,627.57M,633.84M,626.87M,0.76%,73.48%,15.71M,2.27,2.84%,2.49%,16.22M,2.05,4.38%,2.42,5.17%,4.77,46.10%,6/28/2024,6/14/2024,2:1,11/16/2004,,,,,,,,,,
2024-07-23,DXCM,44.40B,44.09B,72.50,61.35,2.00,12.48,19.76,11.6,44.29,12/31/2023,3/31/2024,16.82%,10.98%,6.79%,28.54%,3.8B,9.83,24.20%,--,848.5M,639.3M,1.54,201.20%,2.9B,7.28,2.59B,115.28%,2.90,5.67,802.3M,524.36M,1.16,-14.09%,21.83%,142.00,74.75,118.25,117.85,2.73M,2.16M,397.68M,401.11M,393.86M,0.31%,97.42%,10.31M,3.08,2.93%,2.59%,8.74M,--,--,0.0,0.00%,--,0.00%,--,--,4:1,6/13/2022,,,,,,,,,,
2024-07-23,FANG,36.50B,42.24B,11.54,10.6,--,4.24,2.15,4.88,6.69,12/31/2023,3/31/2024,38.66%,52.42%,9.89%,19.91%,8.27B,46.19,17.40%,--,6.34B,3.18B,17.75,7.90%,896M,5.02,6.82B,37.87%,0.92,95.04,5.83B,907.37M,1.89,40.15%,21.83%,214.50,142.71,198.11,177.63,1.38M,1.15M,178.34M,178.34M,177.3M,0.51%,93.81%,5.94M,3.91,3.82%,3.33%,5.23M,9.26,4.52%,9.26,4.52%,3.45,45.77%,5/22/2024,5/14/2024,--,--,,,,,,,,,,
2024-07-23,DLR,50.48B,68.40B,42.97,86.21,95.49,8.92,2.76,12.5,20.14,12/31/2023,3/31/2024,21.48%,12.56%,0.97%,5.85%,5.41B,17.80,-2.80%,--,2.36B,1.12B,3.62,309.60%,1.22B,3.91,18.5B,88.76%,1.03,58.54,1.64B,1.38B,0.60,28.97%,21.83%,162.58,113.94,148.75,139.51,1.84M,1.36M,324.5M,331.09M,311.98M,0.13%,98.32%,10.17M,6.36,4.17%,3.13%,9.61M,4.88,3.14%,4.88,3.14%,3.52,134.81%,6/28/2024,6/14/2024,--,--,,,,,,,,,,
2024-07-23,DFS,35.04B,--,12.34,11.51,3.49,2.07,2.18,3.19,--,12/31/2023,6/30/2024,26.31%,45.85%,2.01%,19.44%,11.06B,44.05,75.50%,--,--,2.83B,11.33,69.80%,24.41B,97.23,19.14B,119.13%,1.24,64.01,--,--,1.43,29.51%,21.83%,147.61,79.04,127.48,112.57,1.34M,1.52M,250.6M,251.33M,249.36M,0.57%,86.07%,2.65M,1.88,1.22%,1.06%,2.19M,2.8,2.00%,2.8,2.00%,2.29,24.71%,9/5/2024,8/22/2024,--,--,,,,,,,,,,
2024-07-23,DG,27.11B,44.51B,17.97,17.18,2.12,0.69,3.87,1.13,14.22,2/2/2024,5/3/2024,3.85%,5.51%,4.64%,23.35%,39.26B,178.83,6.10%,--,3.14B,1.51B,6.85,-29.40%,720.7M,3.28,18.12B,258.88%,1.22,31.83,2.86B,755.52M,0.43,-25.14%,21.83%,173.47,101.09,132.13,134.06,2.55M,2.2M,219.9M,219.9M,218.44M,0.25%,96.39%,6.22M,1.89,3.20%,2.83%,5.91M,2.36,1.91%,2.36,1.91%,0.98,34.40%,7/23/2024,7/9/2024,--,--,,,,,,,,,,
2024-07-23,DLTR,23.04B,32.77B,19.68,16.37,1.17,0.76,3.15,1.06,13.87,2/3/2024,5/4/2024,-3.23%,5.51%,4.88%,-12.30%,30.91B,141.36,4.20%,--,2.65B,-997.3M,-4.52,0.40%,618.5M,2.88,10.35B,141.53%,1.28,33.83,2.63B,284.34M,0.89,-29.43%,21.83%,154.96,101.83,110.74,123.38,2.78M,2.86M,214.94M,218.2M,202M,0.07%,103.71%,8.44M,2.39,4.76%,3.93%,6.49M,--,--,0.0,0.00%,--,0.00%,--,--,2:1,6/27/2012,,,,,,,,,,
2024-07-23,D,43.42B,86.42B,22.42,18.76,1.41,3.07,1.69,6.11,13.50,12/31/2023,3/31/2024,11.93%,26.65%,2.26%,7.23%,14.14B,16.90,-6.50%,--,6.77B,1.94B,2.31,-31.30%,265M,0.32,41.97B,153.05%,1.05,30.59,6.46B,-10.78B,0.59,-4.29%,21.83%,54.74,39.18,51.40,47.71,3.82M,2.95M,838.21M,838.21M,836.26M,0.12%,76.82%,15.84M,3.61,1.89%,1.89%,18.61M,2.67,5.15%,2.67,5.15%,4.45,115.58%,6/20/2024,5/31/2024,2:1,11/20/2007,,,,,,,,,,
